user_id_fixed,score,Place
Human,74.88570826470101,276
Human,74.88570826470101,277
Human,74.88570826470101,278
Human,74.88570826470101,279
Human,74.88570826470101,280
Human,74.8779908547497,281
Human,74.87622277940491,282
Human,74.87369013093792,283
Human,74.8520909402386,284
Human,74.84764685896641,285
Human,74.8459265694416,286
Human,74.8179718646648,287
Human,74.81763736392391,288
Human,74.8170639340823,289
Human,74.815128608367,290
Human,74.80937041704121,291
Human,74.8082713431782,292
Human,74.80549976561059,293
Human,74.8025609376725,294
Human,74.796946103807,295
Human,74.78968265914709,296
Human,74.78167853427509,297
Human,74.77749727501359,298
Human,74.7731009795615,299
Human,74.7665543222035,300
Human,74.75838294696109,301
Human,74.7488735687549,302
Human,74.7423985901272,303
Human,74.74079776515279,304
Human,74.73893411816759,305
Human,74.73563689657861,306
Human,74.7310255649359,307
Human,74.7080166925427,308
Human,74.6838370675562,309
Human,74.679392986284,310
Human,74.6758568355943,311
Human,74.6743276893501,312
Human,74.6686650696646,313
Human,74.66400595220179,314
Human,74.6605175873322,315
Human,74.649909135263,316
Human,74.62721087070071,317
Human,74.6266852266792,318
Human,74.6166263115416,319
Human,74.60207552931159,320
Human,74.5816231982954,321
Human,74.58116923300409,322
Human,74.58018962369141,323
Human,74.5712058895067,324
Human,74.5707041383954,325
Human,74.55701350092781,326
Human,74.5519004181737,327
Human,74.5384726027168,328
Human,74.50860646513469,329
Human,74.4742962462805,330
Human,74.4703778090297,331
Human,74.46622044267829,332
Human,74.45042722912491,333
Human,74.43124122234221,334
Human,74.4291864320765,335
Human,74.4291864320765,336
Human,74.4291864320765,337
Human,74.4291864320765,338
Human,74.4291864320765,339
Human,74.4291864320765,340
Human,74.42679714106991,341
Human,74.4141338987352,342
Human,74.3984123639119,343
Human,74.38751719692199,344
Human,74.37198680537941,345
Human,74.35745991605941,346
Human,74.3548316959522,347
Human,74.3298397120235,348
Human,74.3181321860914,349
Human,74.30790602058329,350
Human,74.2967719244927,351
Human,74.2799991016266,352
Human,74.2398112268962,353
Human,74.2367529344078,354
Human,74.2211747570449,355
Human,74.21978896826108,356
Human,74.20769915576791,357
Human,74.1654564907718,358
Human,74.1643096310887,359
Human,74.16292384230489,360
Human,74.1494004552077,361
Human,74.1430449411303,362
Human,74.1377407150957,363
Human,74.1263915828145,364
Human,74.12617654662391,365
Human,74.12388282725759,366
Human,74.0816401622615,367
Human,74.0531598134633,368
Human,74.0431247912357,369
Human,73.9808598676046,370
Human,73.97964132919131,371
Human,73.94554614652759,372
Human,73.8825644355945,373
Human,73.75344714959971,374
Human,73.6724501844772,375
Human,73.6698697501901,376
Human,73.6436831207581,377
Human,73.6290606597979,378
Human,73.6290128739778,379
Human,73.62702976244239,380
Human,73.55317677742941,381
Human,73.4864677725261,382
Human,73.47313552870949,383
Human,73.4721320264867,384
Human,73.4066415599968,385
Human,73.3268870261976,386
Human,73.3231836251374,387
Human,73.2942254181379,388
Human,73.2860540428954,389
Human,73.27181386849631,390
Human,73.25148100203042,391
Human,73.1946397689842,392
Human,73.1121614434376,393
Human,73.03513070138591,394
Human,72.9381732723395,395
Human,72.92130487783311,396
Human,72.84427413578149,397
Human,72.83751244223289,398
Human,72.6199436031751,399
Human,72.596624122951,400
Human,72.504564740468,401
Human,72.43412844159451,402
Human,72.4196971239148,403
Human,72.2489344956756,404
Human,72.1566122911819,405
Human,72.00646924432941,406
Human,71.96167003795631,407
Human,71.91037196004531,408
Human,71.717365032535,409
Human,71.6709411082774,410
Human,71.3608111356252,411
Human,71.30430440331999,412
Human,71.1847203884414,413
Human,71.0336694110063,414
Human,70.9167852949651,415
Human,70.7516852864115,416
Human,70.61998756612961,417
Human,69.8476253553473,418
Human,69.7502378539197,419
Human,69.6021973831529,420
Human,69.23360145957011,421
Human,68.89040369938711,422
Human,68.8241247668649,423
Human,68.6165670571246,424
Human,68.0556809933334,425
Human,67.3056586534625,426
Human,67.01156082346441,427
Human,65.9199654412949,428
Human,64.47578238528651,429
Human,64.2130559462046,430
Human,63.7473353432049,431
Human,62.1724341762274,432
Human,61.1670921993949,433
Human,57.15002501587681,434
Human,53.3407544711997,435
Human,49.99577095491839,436
Human,48.842149578218496,437
